EID_100001, De Villiers, Fabienne, (024) 777 486 820, fabienne.devilliers@heig-vd.ch, FEMALE, HEG, Professeur
EID_101783, Bauer, Frédéric, (024) 777 321 704, frederic.bauer@heig-vd.ch, MALE, TIC, Professeur
EID_101784, Dupond, Emilie, (024) 777 517 785, emilie.dupond@heig-vd.ch, FEMALE, EC, Administratif
EID_101785, Jones, Didier, (024) 777 164 426, didier.jones@heig-vd.ch, MALE, COMEM, Administratif
EID_101786, Smith, Anne, (024) 777 455 655, anne.smith@heig-vd.ch, FEMALE, TIN, Assistant
EID_101787, Clément, Henri, (024) 777 178 562, henri.clement@heig-vd.ch, MALE, COMEM, Administratif
EID_101788, De Decker, Emilie, (024) 777 725 790, emilie.dedecker@heig-vd.ch, FEMALE, COMEM, Professeur
EID_101789, Delon, Bernadette, (024) 777 497 694, bernadette.delon@heig-vd.ch, FEMALE, TIC, Assistant
EID_101790, De Decker, Frédéric, (024) 777 392 660, frederic.dedecker@heig-vd.ch, MALE, COMEM, Professeur
EID_101791, Durant, Didier, (024) 777 878 876, didier.durant@heig-vd.ch, MALE, EC, Etudiant
EID_101792, Delon, Georgette, (024) 777 664 357, georgette.delon@heig-vd.ch, FEMALE, TIN, Administratif
EID_101793, Marchand, Aurore, (024) 777 231 657, aurore.marchand@heig-vd.ch, FEMALE, COMEM, Administratif
EID_101794, Clément, Amélie, (024) 777 696 824, amelie.clement@heig-vd.ch, FEMALE, EC, Etudiant
EID_101795, Smith, Fabrice, (024) 777 278 212, fabrice.smith@heig-vd.ch, MALE, TIC, Professeur
EID_101796, Delon, Dorothé, (024) 777 714 894, dorothe.delon@heig-vd.ch, FEMALE, TIN, Administratif
EID_101797, Delon, Emilie, (024) 777 667 274, emilie.delon@heig-vd.ch, FEMALE, EC, Assistant
EID_101798, Simpson, Gontran, (024) 777 162 660, gontran.simpson@heig-vd.ch, MALE, TIN, Professeur
EID_101799, Smith, Julie, (024) 777 424 662, julie.smith@heig-vd.ch, FEMALE, TIN, Assistant
EID_101800, Dupont, Faustine, (024) 777 279 400, faustine.dupont@heig-vd.ch, FEMALE, EC, Professeur
EID_101801, Dupont, Bernadette, (024) 777 141 149, bernadette.dupont@heig-vd.ch, FEMALE, TIC, Etudiant
EID_101802, Simpson, Bernadette, (024) 777 678 332, bernadette.simpson@heig-vd.ch, FEMALE, TIC, Etudiant
EID_101803, Delon, Dylan, (024) 777 454 213, dylan.delon@heig-vd.ch, MALE, COMEM, Assistant
EID_101804, Durant, Emilie, (024) 777 130 452, emilie.durant@heig-vd.ch, FEMALE, EC, Professeur
EID_101805, De Decker, Julie, (024) 777 703 550, julie.dedecker@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_101806, Simpson, Emil, (024) 777 490 853, emil.simpson@heig-vd.ch, MALE, TIC, Assistant
EID_101807, Simpson, Henriette, (024) 777 229 122, henriette.simpson@heig-vd.ch, FEMALE, COMEM, Administratif
EID_101808, Jones, Edgar, (024) 777 391 784, edgar.jones@heig-vd.ch, MALE, DEPG, Professeur
EID_101809, Jones, Fabrice, (024) 777 308 844, fabrice.jones@heig-vd.ch, MALE, TIC, Professeur
EID_101810, De Villiers, Aurore, (024) 777 196 313, aurore.devilliers@heig-vd.ch, FEMALE, COMEM, Professeur
EID_101811, Dupont, Frédéric, (024) 777 810 764, frederic.dupont@heig-vd.ch, MALE, DEPG, Professeur
EID_101812, Simpson, Faustine, (024) 777 565 893, faustine.simpson@heig-vd.ch, FEMALE, TIC, Professeur
EID_101813, Durant, Marc, (024) 777 640 755, marc.durant@heig-vd.ch, MALE, EC, Administratif
EID_101814, Marchand, Lucien, (024) 777 582 519, lucien.marchand@heig-vd.ch, MALE, TIN, Etudiant
EID_101815, Clément, Jimmy, (024) 777 313 428, jimmy.clement@heig-vd.ch, MALE, TIC, Professeur
EID_101816, De Villiers, Edgar, (024) 777 250 335, edgar.devilliers@heig-vd.ch, MALE, DEPG, Administratif
EID_101817, Jones, Amélie, (024) 777 739 569, amelie.jones@heig-vd.ch, FEMALE, DEPG, Assistant
EID_101818, Clément, Emma, (024) 777 223 687, emma.clement@heig-vd.ch, FEMALE, TIN, Etudiant
EID_101819, Clément, Guillaume, (024) 777 301 543, guillaume.clement@heig-vd.ch, MALE, COMEM, Professeur
EID_101820, Smith, Fabien, (024) 777 758 302, fabien.smith@heig-vd.ch, MALE, TIC, Administratif
EID_101821, Simpson, Emma, (024) 777 882 816, emma.simpson@heig-vd.ch, FEMALE, TIN, Assistant
EID_101822, Smith, Frédéric, (024) 777 873 157, frederic.smith@heig-vd.ch, MALE, TIN, Etudiant
EID_101823, Jones, Frédéric, (024) 777 415 426, frederic.jones@heig-vd.ch, MALE, COMEM, Administratif
EID_101824, Simpson, Bryan, (024) 777 264 226, bryan.simpson@heig-vd.ch, MALE, TIC, Assistant
EID_101825, Belmondo, Gontran, (024) 777 122 217, gontran.belmondo@heig-vd.ch, MALE, TIC, Assistant
EID_101826, Belmondo, Frédéric, (024) 777 785 538, frederic.belmondo@heig-vd.ch, MALE, TIN, Professeur
EID_101827, Dupond, Dorothé, (024) 777 146 180, dorothe.dupond@heig-vd.ch, FEMALE, TIN, Professeur
EID_101828, De Decker, Evelyne, (024) 777 816 205, evelyne.dedecker@heig-vd.ch, FEMALE, DEPG, Professeur
EID_101829, Durant, Henriette, (024) 777 161 653, henriette.durant@heig-vd.ch, FEMALE, TIC, Professeur
EID_101830, Clément, Henri, (024) 777 401 358, henri.clement@heig-vd.ch, MALE, COMEM, Administratif
EID_101831, Clément, Danièle, (024) 777 133 510, daniele.clement@heig-vd.ch, FEMALE, COMEM, Professeur
EID_101832, Dupont, Christine, (024) 777 504 608, christine.dupont@heig-vd.ch, FEMALE, TIN, Professeur
EID_101833, De Decker, Irène, (024) 777 515 713, irene.dedecker@heig-vd.ch, FEMALE, COMEM, Administratif
EID_101834, De Decker, Georgette, (024) 777 296 286, georgette.dedecker@heig-vd.ch, FEMALE, DEPG, Professeur
EID_101835, De Decker, Amélie, (024) 777 320 755, amelie.dedecker@heig-vd.ch, FEMALE, HEG, Professeur
EID_101836, Bauer, Gontran, (024) 777 335 589, gontran.bauer@heig-vd.ch, MALE, DEPG, Assistant
EID_101837, Belmondo, Frédéric, (024) 777 545 695, frederic.belmondo@heig-vd.ch, MALE, COMEM, Assistant
EID_101838, Smith, Lucien, (024) 777 494 212, lucien.smith@heig-vd.ch, MALE, HEG, Assistant
EID_101839, Dupont, Fabrice, (024) 777 731 277, fabrice.dupont@heig-vd.ch, MALE, TIN, Professeur
EID_101840, Bauer, Guillaume, (024) 777 893 725, guillaume.bauer@heig-vd.ch, MALE, DEPG, Professeur
EID_101841, Simpson, Emilie, (024) 777 784 486, emilie.simpson@heig-vd.ch, FEMALE, HEG, Etudiant
EID_101842, Dupont, Brigitte, (024) 777 312 597, brigitte.dupont@heig-vd.ch, FEMALE, EC, Assistant
EID_101843, Delon, Fabrice, (024) 777 145 271, fabrice.delon@heig-vd.ch, MALE, TIC, Administratif
EID_101844, Simpson, Frédéric, (024) 777 238 358, frederic.simpson@heig-vd.ch, MALE, COMEM, Professeur
EID_101845, Smith, Marc, (024) 777 732 427, marc.smith@heig-vd.ch, MALE, TIN, Professeur
EID_101846, Belmondo, Julien, (024) 777 824 301, julien.belmondo@heig-vd.ch, MALE, DEPG, Assistant
EID_101847, Dupont, Amélie, (024) 777 898 615, amelie.dupont@heig-vd.ch, FEMALE, COMEM, Administratif
EID_101848, Clément, Emma, (024) 777 595 237, emma.clement@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_101849, Marchand, Henri, (024) 777 513 342, henri.marchand@heig-vd.ch, MALE, EC, Etudiant
EID_101850, De Decker, Christine, (024) 777 655 355, christine.dedecker@heig-vd.ch, FEMALE, TIN, Professeur
EID_101851, De Decker, Jimmy, (024) 777 537 876, jimmy.dedecker@heig-vd.ch, MALE, DEPG, Assistant
EID_101852, De Decker, Cédric, (024) 777 727 578, cedric.dedecker@heig-vd.ch, MALE, DEPG, Etudiant
EID_101853, Clément, Julie, (024) 777 665 773, julie.clement@heig-vd.ch, FEMALE, TIC, Administratif
EID_101854, De Villiers, Danièle, (024) 777 495 287, daniele.devilliers@heig-vd.ch, FEMALE, EC, Assistant
EID_101855, De Decker, Bryan, (024) 777 532 290, bryan.dedecker@heig-vd.ch, MALE, EC, Administratif
EID_101856, Belmondo, Henriette, (024) 777 687 404, henriette.belmondo@heig-vd.ch, FEMALE, HEG, Professeur
EID_101857, Clément, Julie, (024) 777 326 459, julie.clement@heig-vd.ch, FEMALE, EC, Administratif
EID_101858, Simpson, Julien, (024) 777 477 234, julien.simpson@heig-vd.ch, MALE, EC, Professeur
EID_101859, Jones, Amélie, (024) 777 103 576, amelie.jones@heig-vd.ch, FEMALE, TIN, Assistant
EID_101860, Belmondo, Luc, (024) 777 775 127, luc.belmondo@heig-vd.ch, MALE, TIN, Assistant
EID_101861, Smith, Georgette, (024) 777 690 325, georgette.smith@heig-vd.ch, FEMALE, COMEM, Assistant
EID_101862, Belmondo, Bernadette, (024) 777 219 552, bernadette.belmondo@heig-vd.ch, FEMALE, HEG, Assistant
EID_101863, Jones, Aurore, (024) 777 450 488, aurore.jones@heig-vd.ch, FEMALE, HEG, Professeur
EID_101864, Smith, Didier, (024) 777 866 830, didier.smith@heig-vd.ch, MALE, TIC, Administratif
EID_101865, Simpson, Fabien, (024) 777 751 802, fabien.simpson@heig-vd.ch, MALE, EC, Administratif
EID_101866, Delon, Jimmy, (024) 777 214 212, jimmy.delon@heig-vd.ch, MALE, EC, Assistant
EID_101867, Belmondo, Emil, (024) 777 679 220, emil.belmondo@heig-vd.ch, MALE, HEG, Administratif
EID_101868, Simpson, Irène, (024) 777 754 712, irene.simpson@heig-vd.ch, FEMALE, DEPG, Administratif
EID_101869, Durant, Gontran, (024) 777 315 431, gontran.durant@heig-vd.ch, MALE, TIC, Assistant
EID_101870, Marchand, Fabienne, (024) 777 246 715, fabienne.marchand@heig-vd.ch, FEMALE, EC, Professeur
EID_101871, De Decker, Emil, (024) 777 495 569, emil.dedecker@heig-vd.ch, MALE, COMEM, Etudiant
EID_101872, De Villiers, Faustine, (024) 777 252 459, faustine.devilliers@heig-vd.ch, FEMALE, HEG, Administratif
EID_101873, De Villiers, Aurore, (024) 777 368 482, aurore.devilliers@heig-vd.ch, FEMALE, TIC, Etudiant
EID_101874, Marchand, Bryan, (024) 777 398 351, bryan.marchand@heig-vd.ch, MALE, TIN, Administratif
EID_101875, Smith, Dylan, (024) 777 481 695, dylan.smith@heig-vd.ch, MALE, HEG, Assistant
EID_101876, De Decker, Bryan, (024) 777 408 845, bryan.dedecker@heig-vd.ch, MALE, TIC, Professeur
EID_101877, Dupond, Cédric, (024) 777 177 741, cedric.dupond@heig-vd.ch, MALE, DEPG, Assistant
EID_101878, Smith, Guillaume, (024) 777 892 860, guillaume.smith@heig-vd.ch, MALE, DEPG, Administratif
EID_101879, Belmondo, Bryan, (024) 777 330 500, bryan.belmondo@heig-vd.ch, MALE, TIC, Etudiant
EID_101880, Clément, Dorothé, (024) 777 642 483, dorothe.clement@heig-vd.ch, FEMALE, TIN, Assistant
EID_101881, Simpson, Henriette, (024) 777 566 557, henriette.simpson@heig-vd.ch, FEMALE, TIC, Professeur
EID_101882, Clément, Jimmy, (024) 777 681 776, jimmy.clement@heig-vd.ch, MALE, TIC, Assistant
EID_101883, Jones, Faustine, (024) 777 463 702, faustine.jones@heig-vd.ch, FEMALE, EC, Administratif
EID_101884, Bauer, Marc, (024) 777 598 175, marc.bauer@heig-vd.ch, MALE, EC, Assistant
EID_101885, Delon, Gontran, (024) 777 670 641, gontran.delon@heig-vd.ch, MALE, EC, Assistant
EID_101886, Dupond, Emil, (024) 777 744 306, emil.dupond@heig-vd.ch, MALE, DEPG, Administratif
EID_101887, Simpson, Guillaume, (024) 777 202 815, guillaume.simpson@heig-vd.ch, MALE, EC, Assistant
EID_101888, Clément, Fabrice, (024) 777 284 674, fabrice.clement@heig-vd.ch, MALE, EC, Professeur
EID_101889, Clément, Bryan, (024) 777 448 579, bryan.clement@heig-vd.ch, MALE, COMEM, Etudiant
EID_101890, Bauer, Luc, (024) 777 227 200, luc.bauer@heig-vd.ch, MALE, EC, Professeur
EID_101891, Dupont, Christine, (024) 777 858 872, christine.dupont@heig-vd.ch, FEMALE, TIC, Assistant
EID_101892, Simpson, Julien, (024) 777 601 528, julien.simpson@heig-vd.ch, MALE, COMEM, Administratif
EID_101893, Smith, Fabrice, (024) 777 471 554, fabrice.smith@heig-vd.ch, MALE, EC, Assistant
EID_101894, De Villiers, Emma, (024) 777 591 164, emma.devilliers@heig-vd.ch, FEMALE, DEPG, Assistant
EID_101895, Dupont, Jimmy, (024) 777 766 775, jimmy.dupont@heig-vd.ch, MALE, TIN, Administratif
EID_101896, Bauer, Christine, (024) 777 115 803, christine.bauer@heig-vd.ch, FEMALE, HEG, Assistant
EID_101897, Dupont, Carine, (024) 777 826 221, carine.dupont@heig-vd.ch, FEMALE, HEG, Professeur
EID_101898, De Decker, Charles, (024) 777 845 524, charles.dedecker@heig-vd.ch, MALE, HEG, Assistant
EID_101899, De Decker, Gilles, (024) 777 298 179, gilles.dedecker@heig-vd.ch, MALE, TIC, Professeur
EID_101900, Durant, Emil, (024) 777 597 682, emil.durant@heig-vd.ch, MALE, EC, Professeur
EID_101901, Belmondo, Bernard, (024) 777 771 553, bernard.belmondo@heig-vd.ch, MALE, COMEM, Assistant
EID_101902, De Decker, Jimmy, (024) 777 535 110, jimmy.dedecker@heig-vd.ch, MALE, DEPG, Administratif
EID_101903, Marchand, Luc, (024) 777 439 373, luc.marchand@heig-vd.ch, MALE, HEG, Professeur
EID_101904, De Villiers, Edgar, (024) 777 547 643, edgar.devilliers@heig-vd.ch, MALE, TIN, Administratif
EID_101905, De Decker, Georgette, (024) 777 418 665, georgette.dedecker@heig-vd.ch, FEMALE, TIC, Professeur
EID_101906, Clément, Faustine, (024) 777 801 430, faustine.clement@heig-vd.ch, FEMALE, TIC, Assistant
EID_101907, Marchand, Marc, (024) 777 488 410, marc.marchand@heig-vd.ch, MALE, DEPG, Assistant
EID_101908, Dupond, Brigitte, (024) 777 743 420, brigitte.dupond@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_101909, Durant, Guillaume, (024) 777 489 262, guillaume.durant@heig-vd.ch, MALE, DEPG, Administratif
EID_101910, Smith, Fabien, (024) 777 359 796, fabien.smith@heig-vd.ch, MALE, TIN, Administratif
EID_101911, Delon, Gilles, (024) 777 184 856, gilles.delon@heig-vd.ch, MALE, DEPG, Assistant
EID_101912, Delon, Bryan, (024) 777 723 238, bryan.delon@heig-vd.ch, MALE, DEPG, Etudiant
EID_101913, Dupond, Bernard, (024) 777 410 677, bernard.dupond@heig-vd.ch, MALE, EC, Professeur
EID_101914, Bauer, Cédric, (024) 777 293 335, cedric.bauer@heig-vd.ch, MALE, TIC, Etudiant
EID_101915, Delon, Aurore, (024) 777 413 247, aurore.delon@heig-vd.ch, FEMALE, HEG, Etudiant
EID_101916, Dupond, Frédéric, (024) 777 435 877, frederic.dupond@heig-vd.ch, MALE, HEG, Administratif
EID_101917, Marchand, Jimmy, (024) 777 659 277, jimmy.marchand@heig-vd.ch, MALE, HEG, Administratif
EID_101918, Smith, Albert, (024) 777 587 361, albert.smith@heig-vd.ch, MALE, TIN, Professeur
EID_101919, De Decker, Fabien, (024) 777 202 217, fabien.dedecker@heig-vd.ch, MALE, TIC, Administratif
EID_101920, Dupond, Irène, (024) 777 349 715, irene.dupond@heig-vd.ch, FEMALE, TIC, Assistant
EID_101921, Smith, Dorothé, (024) 777 100 871, dorothe.smith@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_101922, Belmondo, Irène, (024) 777 529 403, irene.belmondo@heig-vd.ch, FEMALE, TIC, Etudiant
EID_101923, De Decker, Charles, (024) 777 285 734, charles.dedecker@heig-vd.ch, MALE, EC, Assistant
EID_101924, Delon, Gontran, (024) 777 786 349, gontran.delon@heig-vd.ch, MALE, COMEM, Etudiant
EID_101925, Simpson, Bryan, (024) 777 453 708, bryan.simpson@heig-vd.ch, MALE, EC, Administratif
EID_101926, Dupond, Luc, (024) 777 323 848, luc.dupond@heig-vd.ch, MALE, COMEM, Etudiant
EID_101927, Marchand, Marc, (024) 777 418 313, marc.marchand@heig-vd.ch, MALE, DEPG, Etudiant
EID_101928, Clément, Bernard, (024) 777 415 533, bernard.clement@heig-vd.ch, MALE, HEG, Etudiant
EID_101929, Dupond, Brigitte, (024) 777 152 282, brigitte.dupond@heig-vd.ch, FEMALE, EC, Etudiant
EID_101930, Dupond, Fabrice, (024) 777 176 781, fabrice.dupond@heig-vd.ch, MALE, EC, Administratif
EID_101931, Simpson, Georgette, (024) 777 385 868, georgette.simpson@heig-vd.ch, FEMALE, HEG, Administratif
EID_101932, Jones, Fabrice, (024) 777 714 150, fabrice.jones@heig-vd.ch, MALE, COMEM, Administratif
EID_101933, Marchand, Cédric, (024) 777 270 649, cedric.marchand@heig-vd.ch, MALE, DEPG, Assistant
EID_101934, Dupont, Faustine, (024) 777 100 577, faustine.dupont@heig-vd.ch, FEMALE, TIN, Assistant
EID_101935, De Villiers, Fabrice, (024) 777 833 880, fabrice.devilliers@heig-vd.ch, MALE, TIC, Etudiant
EID_101936, Dupond, Danièle, (024) 777 103 650, daniele.dupond@heig-vd.ch, FEMALE, TIC, Professeur
EID_101937, Delon, Didier, (024) 777 621 740, didier.delon@heig-vd.ch, MALE, DEPG, Etudiant
EID_101938, Marchand, Henriette, (024) 777 335 573, henriette.marchand@heig-vd.ch, FEMALE, HEG, Professeur
EID_101939, Simpson, Dorothé, (024) 777 212 692, dorothe.simpson@heig-vd.ch, FEMALE, TIC, Administratif
EID_101940, De Villiers, Dorothé, (024) 777 459 106, dorothe.devilliers@heig-vd.ch, FEMALE, TIC, Professeur
EID_101941, Simpson, Charles, (024) 777 314 194, charles.simpson@heig-vd.ch, MALE, COMEM, Etudiant
EID_101942, Clément, Emilie, (024) 777 625 709, emilie.clement@heig-vd.ch, FEMALE, TIC, Assistant
EID_101943, Belmondo, Georgette, (024) 777 455 690, georgette.belmondo@heig-vd.ch, FEMALE, EC, Assistant
EID_101944, Delon, Amélie, (024) 777 210 289, amelie.delon@heig-vd.ch, FEMALE, TIC, Assistant
EID_101945, De Decker, Evelyne, (024) 777 249 372, evelyne.dedecker@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_101946, Smith, Cédric, (024) 777 611 295, cedric.smith@heig-vd.ch, MALE, HEG, Administratif
EID_101947, Durant, Lucien, (024) 777 299 639, lucien.durant@heig-vd.ch, MALE, COMEM, Etudiant
EID_101948, Dupond, Dorothé, (024) 777 127 268, dorothe.dupond@heig-vd.ch, FEMALE, EC, Etudiant
EID_101949, Clément, Aurore, (024) 777 106 395, aurore.clement@heig-vd.ch, FEMALE, TIN, Professeur
EID_101950, Marchand, Bryan, (024) 777 458 825, bryan.marchand@heig-vd.ch, MALE, EC, Assistant
EID_101951, De Decker, Georgette, (024) 777 858 721, georgette.dedecker@heig-vd.ch, FEMALE, EC, Etudiant
EID_101952, Dupont, Emil, (024) 777 378 394, emil.dupont@heig-vd.ch, MALE, DEPG, Assistant
EID_101953, De Villiers, Bernadette, (024) 777 599 128, bernadette.devilliers@heig-vd.ch, FEMALE, HEG, Assistant
EID_101954, De Villiers, Didier, (024) 777 224 740, didier.devilliers@heig-vd.ch, MALE, DEPG, Administratif
EID_101955, Marchand, Emilie, (024) 777 497 491, emilie.marchand@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_101956, Clément, Lucien, (024) 777 288 828, lucien.clement@heig-vd.ch, MALE, COMEM, Assistant
EID_101957, De Decker, Fabien, (024) 777 558 786, fabien.dedecker@heig-vd.ch, MALE, DEPG, Etudiant
EID_101958, De Decker, Christine, (024) 777 695 166, christine.dedecker@heig-vd.ch, FEMALE, TIC, Assistant
EID_101959, De Villiers, Aurore, (024) 777 683 395, aurore.devilliers@heig-vd.ch, FEMALE, EC, Administratif
EID_101960, Dupont, Frédéric, (024) 777 846 850, frederic.dupont@heig-vd.ch, MALE, TIN, Assistant
EID_101961, Dupont, Gontran, (024) 777 337 250, gontran.dupont@heig-vd.ch, MALE, TIN, Assistant
EID_101962, Durant, Fabienne, (024) 777 727 199, fabienne.durant@heig-vd.ch, FEMALE, DEPG, Professeur
EID_101963, Dupond, Luc, (024) 777 709 707, luc.dupond@heig-vd.ch, MALE, DEPG, Assistant
EID_101964, Jones, Fabienne, (024) 777 614 424, fabienne.jones@heig-vd.ch, FEMALE, TIN, Administratif
EID_101965, De Villiers, Danièle, (024) 777 854 677, daniele.devilliers@heig-vd.ch, FEMALE, COMEM, Assistant
EID_101966, Bauer, Carole, (024) 777 118 560, carole.bauer@heig-vd.ch, FEMALE, COMEM, Professeur
EID_101967, Durant, Charles, (024) 777 348 536, charles.durant@heig-vd.ch, MALE, HEG, Administratif
EID_101968, Marchand, Irène, (024) 777 445 166, irene.marchand@heig-vd.ch, FEMALE, DEPG, Assistant
EID_101969, Durant, Anne, (024) 777 406 586, anne.durant@heig-vd.ch, FEMALE, TIC, Professeur
EID_101970, Clément, Jimmy, (024) 777 698 156, jimmy.clement@heig-vd.ch, MALE, COMEM, Etudiant
EID_101971, De Villiers, Emma, (024) 777 651 285, emma.devilliers@heig-vd.ch, FEMALE, TIN, Etudiant
EID_101972, Bauer, Carole, (024) 777 796 411, carole.bauer@heig-vd.ch, FEMALE, HEG, Administratif
EID_101973, Marchand, Gontran, (024) 777 158 213, gontran.marchand@heig-vd.ch, MALE, EC, Assistant
EID_101974, Simpson, Carole, (024) 777 459 873, carole.simpson@heig-vd.ch, FEMALE, EC, Administratif
EID_101975, Dupond, Faustine, (024) 777 456 528, faustine.dupond@heig-vd.ch, FEMALE, COMEM, Assistant
EID_101976, Dupont, Marc, (024) 777 318 893, marc.dupont@heig-vd.ch, MALE, TIN, Etudiant
EID_101977, Belmondo, Carole, (024) 777 232 467, carole.belmondo@heig-vd.ch, FEMALE, TIC, Administratif
EID_101978, Belmondo, Fabienne, (024) 777 148 203, fabienne.belmondo@heig-vd.ch, FEMALE, TIN, Administratif
EID_101979, Dupont, Dorothé, (024) 777 228 718, dorothe.dupont@heig-vd.ch, FEMALE, DEPG, Assistant
EID_101980, Smith, Evelyne, (024) 777 113 499, evelyne.smith@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_101981, De Villiers, Georgette, (024) 777 790 639, georgette.devilliers@heig-vd.ch, FEMALE, TIN, Etudiant
EID_101982, De Decker, Emma, (024) 777 848 223, emma.dedecker@heig-vd.ch, FEMALE, COMEM, Professeur
EID_101983, Clément, Jimmy, (024) 777 793 504, jimmy.clement@heig-vd.ch, MALE, HEG, Administratif
EID_101984, Durant, Bernadette, (024) 777 712 265, bernadette.durant@heig-vd.ch, FEMALE, COMEM, Assistant
EID_101985, Belmondo, Jimmy, (024) 777 486 442, jimmy.belmondo@heig-vd.ch, MALE, TIC, Etudiant
EID_101986, Smith, Faustine, (024) 777 617 706, faustine.smith@heig-vd.ch, FEMALE, HEG, Administratif
EID_101987, Marchand, Faustine, (024) 777 717 195, faustine.marchand@heig-vd.ch, FEMALE, COMEM, Assistant
EID_101988, Bauer, Bernadette, (024) 777 301 123, bernadette.bauer@heig-vd.ch, FEMALE, EC, Assistant
EID_101989, Delon, Gilles, (024) 777 109 148, gilles.delon@heig-vd.ch, MALE, EC, Professeur
EID_101990, De Decker, Julie, (024) 777 698 180, julie.dedecker@heig-vd.ch, FEMALE, EC, Assistant
EID_101991, Belmondo, Brigitte, (024) 777 580 453, brigitte.belmondo@heig-vd.ch, FEMALE, COMEM, Assistant
EID_101992, Jones, Dylan, (024) 777 709 148, dylan.jones@heig-vd.ch, MALE, TIC, Administratif
EID_101993, De Decker, Guillaume, (024) 777 138 398, guillaume.dedecker@heig-vd.ch, MALE, TIN, Professeur
